id,user_id,sex,date,moral,pathogen,sexual
1,1,female,2008-07-10T13:33:31Z,1.4285714285714286,2.7142857142857144,1.7142857142857142
3,155324,female,2008-07-11T21:46:34Z,3,2.5714285714285716,1.8571428571428572
4,155366,male,2008-07-12T07:47:54Z,5.571428571428571,4,0.42857142857142855
5,155370,female,2008-07-12T09:30:17Z,5.714285714285714,4.857142857142857,4.714285714285714
6,155386,male,2008-07-12T17:08:53Z,1.4285714285714286,3.857142857142857,3.7142857142857144
7,155409,male,2008-07-12T22:17:52Z,4.142857142857143,4.142857142857143,1.5714285714285714
8,155427,female,2008-07-13T00:09:07Z,3.2857142857142856,5.285714285714286,3
9,155425,female,2008-07-13T00:10:05Z,4.428571428571429,3.857142857142857,2.4285714285714284
10,155429,female,2008-07-13T01:06:10Z,3.7142857142857144,5.428571428571429,2.7142857142857144
11,155450,female,2008-07-13T04:30:00Z,6,5,5.142857142857143
12,155451,female,2008-07-13T04:38:50Z,5.714285714285714,3.4285714285714284,5.285714285714286
13,155465,female,2008-07-13T08:10:08Z,5.142857142857143,3,3
14,155129,female,2008-07-13T09:32:04Z,2.4285714285714284,3.4285714285714284,3.4285714285714284
15,155404,male,2008-07-13T19:16:18Z,4.428571428571429,4.857142857142857,4.428571428571429
16,153949,female,2008-07-14T03:38:46Z,5.428571428571429,NA,2.4285714285714284
17,155567,female,2008-07-14T11:00:29Z,5.571428571428571,4.714285714285714,2.5714285714285716
18,155571,female,2008-07-14T11:14:22Z,2.7142857142857144,6,4.428571428571429
19,155596,female,2008-07-14T17:16:18Z,5.285714285714286,4.428571428571429,3
20,124756,male,2008-07-14T22:14:48Z,5.428571428571429,5.142857142857143,2.7142857142857144
21,155665,male,2008-07-15T04:23:53Z,4.142857142857143,4.142857142857143,3.4285714285714284
22,155682,male,2008-07-15T07:11:25Z,2.7142857142857144,3,0.7142857142857143
23,2311,male,2008-07-15T10:56:41Z,4,4.285714285714286,1.8571428571428572
24,155712,male,2008-07-15T15:34:24Z,4.428571428571429,4,1.1428571428571428
25,155764,male,2008-07-15T22:34:39Z,2.5714285714285716,4.571428571428571,4.285714285714286
26,155773,female,2008-07-16T00:44:37Z,1.2857142857142858,3.142857142857143,1.8571428571428572
27,155790,female,2008-07-16T02:43:26Z,2.5714285714285716,4.428571428571429,3
28,155817,female,2008-07-16T05:28:58Z,2.5714285714285716,3,1.2857142857142858
29,155819,female,2008-07-16T05:46:58Z,3.857142857142857,3.7142857142857144,3.2857142857142856
30,155838,female,2008-07-16T11:24:44Z,3.5714285714285716,5.142857142857143,2.857142857142857
31,155861,female,2008-07-16T16:51:27Z,3.5714285714285716,5.142857142857143,2.7142857142857144
32,155864,female,2008-07-16T17:15:53Z,5.571428571428571,4.571428571428571,4
33,155880,male,2008-07-16T20:53:59Z,4.857142857142857,3.5714285714285716,1.2857142857142858
34,155881,female,2008-07-16T20:57:04Z,5.285714285714286,5.857142857142857,1.5714285714285714
35,155888,female,2008-07-16T21:38:45Z,3,4.857142857142857,2.142857142857143
36,155636,male,2008-07-16T21:58:28Z,5.428571428571429,1.5714285714285714,0.14285714285714285
37,155938,female,2008-07-17T04:10:43Z,4.571428571428571,4.857142857142857,2
38,155945,male,2008-07-17T05:20:18Z,2.7142857142857144,3.7142857142857144,1.7142857142857142
39,155940,female,2008-07-17T06:19:30Z,4.857142857142857,4.714285714285714,3
40,155987,male,2008-07-17T14:09:28Z,4.285714285714286,3.4285714285714284,0.8571428571428571
41,156048,female,2008-07-17T23:51:07Z,3.857142857142857,5,4.285714285714286
43,156076,female,2008-07-18T03:18:48Z,0,3.2857142857142856,1.4285714285714286
44,156071,female,2008-07-18T03:55:21Z,4.428571428571429,3.5714285714285716,2.4285714285714284
45,156080,male,2008-07-18T04:57:55Z,3.5714285714285716,3.5714285714285716,0.7142857142857143
46,155948,female,2008-07-18T08:19:13Z,3.5714285714285716,4,3.2857142857142856
47,156102,female,2008-07-18T08:36:53Z,4.285714285714286,3.7142857142857144,0.8571428571428571
48,156163,female,2008-07-18T20:43:15Z,3.5714285714285716,5,2.4285714285714284
49,156166,male,2008-07-18T21:28:22Z,2.5714285714285716,3.857142857142857,1
50,156179,male,2008-07-18T23:24:45Z,5.571428571428571,5,1.1428571428571428
51,156213,male,2008-07-19T06:51:21Z,2.4285714285714284,3.4285714285714284,1.8571428571428572
52,156248,female,2008-07-19T15:09:23Z,3,3.7142857142857144,1.5714285714285714
53,156268,female,2008-07-19T22:08:29Z,3.857142857142857,3.4285714285714284,1.2857142857142858
54,156123,female,2008-07-20T03:22:20Z,4.714285714285714,4.857142857142857,2.857142857142857
55,156298,female,2008-07-20T04:57:09Z,3.5714285714285716,4.714285714285714,2.857142857142857
56,156310,male,2008-07-20T07:54:46Z,3.4285714285714284,3.142857142857143,1.4285714285714286
57,156384,female,2008-07-21T02:30:44Z,1.5714285714285714,4.714285714285714,2.5714285714285716
58,156428,male,2008-07-21T11:49:46Z,4.714285714285714,4.714285714285714,0.5714285714285714
59,102317,male,2008-07-21T17:17:34Z,3.5714285714285716,2.2857142857142856,4.857142857142857
60,156451,female,2008-07-21T17:23:32Z,3.2857142857142856,4.857142857142857,1
61,156475,female,2008-07-21T20:31:19Z,4.428571428571429,3.857142857142857,2.2857142857142856
62,47938,female,2008-07-21T21:40:44Z,3.7142857142857144,3.142857142857143,2.2857142857142856
63,156512,female,2008-07-22T01:46:48Z,4.857142857142857,3.5714285714285716,2.7142857142857144
64,156558,female,2008-07-22T09:52:19Z,3.4285714285714284,4.714285714285714,2.142857142857143
65,156595,female,2008-07-22T18:23:49Z,4.857142857142857,3.7142857142857144,2.142857142857143
66,156613,male,2008-07-22T20:42:14Z,NA,NA,NA
68,156621,male,2008-07-22T21:23:24Z,0.7142857142857143,1.4285714285714286,0.2857142857142857
69,156635,female,2008-07-22T22:18:56Z,1.8571428571428572,4,1.5714285714285714
70,156638,female,2008-07-22T22:19:34Z,5.142857142857143,5.571428571428571,2.5714285714285716
71,156654,female,2008-07-22T22:19:45Z,3.2857142857142856,4,4.142857142857143
72,156636,female,2008-07-22T22:20:58Z,3.5714285714285716,4.571428571428571,2.857142857142857
73,156655,female,2008-07-22T22:21:33Z,1.2857142857142858,5.714285714285714,5.571428571428571
74,156647,female,2008-07-22T22:21:33Z,3.4285714285714284,4.857142857142857,4
75,156643,female,2008-07-22T22:21:36Z,2,4.571428571428571,2
76,156631,female,2008-07-22T22:21:36Z,4.571428571428571,5.142857142857143,5.428571428571429
77,156633,female,2008-07-22T22:21:38Z,5.857142857142857,5.857142857142857,5.142857142857143
78,156656,female,2008-07-22T22:21:50Z,0.14285714285714285,5.142857142857143,2.7142857142857144
79,156632,female,2008-07-22T22:22:03Z,3.142857142857143,2.4285714285714284,0.5714285714285714
80,156642,female,2008-07-22T22:22:28Z,1.1428571428571428,5.142857142857143,6
81,156644,male,2008-07-22T22:22:32Z,4.142857142857143,5.285714285714286,4.428571428571429
82,156641,female,2008-07-22T22:22:47Z,4.571428571428571,5.428571428571429,1.1428571428571428
